Document_ID1	Document_ID2	Similarity
969	981	0.7613621354103088
1336	8369	0.9999999403953552
14236	2337	0.7292526960372925
5974	2877	0.9999998807907104
6467	6468	0.8942635655403137
14341	3400	0.8969462513923645
10590	10609	0.8295363187789917
15312	15310	1.0000001192092896
1700	1697	0.8601100444793701
4038	4614	0.9630327820777893
1240	1354	0.7307412624359131
2846	2848	0.8682466745376587
2846	2858	0.8220359086990356
2846	2847	0.8404453992843628
10404	10419	0.730780839920044
3285	6851	0.805361270904541
15144	15145	0.8729919791221619
12225	12208	0.7967707514762878
2656	7715	0.7608578205108643
950	937	0.7012408971786499
1484	14160	0.738683819770813
10080	2174	0.7079297304153442
1154	1151	0.7014479637145996
1154	1189	0.728475034236908
3320	3319	0.7917505502700806
11552	14933	0.7516490817070007
7754	14625	0.7206975221633911
364	371	1.0000001192092896
10878	8763	0.7445750832557678
4637	4636	0.831588864326477
9825	9821	1.0
4212	4240	0.7670369148254395
13151	5234	1.0000001192092896
9883	9891	0.7805627584457397
3553	3556	0.8657257556915283
4582	14415	0.7231471538543701
10173	10174	0.74567711353302
8880	14727	0.7180107235908508
1139	1123	0.7515398859977722
1139	1151	0.7177708148956299
93	7072	0.7281113862991333
122	111	0.7538957595825195
122	120	0.7360110282897949
3217	3201	0.7146311402320862
11010	14834	0.7434325218200684
